Kat [deg]	Moment obrotowy [mNm]
104,49	5,666
104,52	5,882
104,55	5,738
104,58	5,766
104,61	5,667
104,64	5,820
104,67	5,672
104,70	5,731
104,73	5,666
104,76	5,642
104,79	5,592
104,82	5,549
104,85	5,653
104,88	5,694
104,91	5,674
104,94	5,748
104,97	5,772
105,00	5,707
105,03	5,687
105,06	5,730
105,09	5,676
105,12	5,671
105,15	5,603
105,18	5,729
105,21	5,702
105,24	5,622
105,27	5,696
105,30	5,690
105,33	5,602
105,36	5,708
105,39	5,627
105,42	5,707
105,45	5,694
105,48	5,826
105,51	5,697
105,54	5,679
105,57	5,780
105,60	5,634
105,63	5,642
105,66	5,688
105,69	5,628
105,72	5,581
105,75	5,650
105,78	5,629
105,81	5,734
105,84	5,652
105,87	5,676
105,90	5,732
105,93	5,641
105,96	5,727
105,99	5,690
106,02	5,737
106,05	5,626
106,08	5,758
106,11	5,672
106,14	5,699
106,17	5,618
106,20	5,606
106,23	5,622
106,26	5,551
106,29	5,626
106,32	5,672
106,35	5,571
106,38	5,687
106,41	5,654
106,44	5,656
106,47	5,699
106,50	5,647
106,53	5,708
106,56	5,605
106,59	5,637
106,62	5,607
106,65	5,560
106,68	5,673
106,71	5,623
106,74	5,620
106,77	5,531
106,80	5,700
106,83	5,661
106,86	5,659
106,89	5,578
106,92	5,591
106,95	5,568
106,98	5,541
107,01	5,644
107,04	5,556
107,07	5,615
107,10	5,644
107,13	5,681
107,16	5,675
107,19	5,587
107,22	5,718
107,25	5,503
107,28	5,595
107,31	5,455
107,34	5,623
107,37	5,634
107,40	5,644
107,43	5,627
107,46	5,705
107,49	5,575
107,52	5,615
107,55	5,655
107,58	5,662
107,61	5,758
107,64	5,534
107,67	5,618
107,70	5,589
107,73	5,684
107,76	5,685
107,79	5,638
107,82	5,689
107,85	5,644
107,88	5,710
107,91	5,663
107,94	5,617
107,97	5,701
108,00	5,627
108,03	5,595
108,06	5,736
108,09	5,643
108,12	5,710
108,15	5,572
108,18	5,557
108,21	5,643
108,24	5,644
108,27	5,705
108,30	5,746
108,33	5,731
108,36	5,686
108,39	5,563
108,42	5,768
108,45	5,678
108,48	5,670
108,51	5,703
108,54	5,703
108,57	5,599
108,60	5,778
108,63	5,652
108,66	5,700
108,69	5,604
108,72	5,702
108,75	5,643
108,78	5,590
108,81	5,734
108,84	5,658
108,87	5,722
108,90	5,787
108,93	5,685
108,96	5,653
108,99	5,802
109,02	5,753
109,05	5,668
109,08	5,747
109,11	5,880
109,14	5,642
109,17	5,631
109,20	5,681
109,23	5,625
109,26	5,591
109,29	5,597
109,32	5,726
109,35	5,803
109,38	5,744
109,41	5,783
109,44	5,676
109,47	5,790
109,50	5,746
109,53	5,671
109,56	5,719
109,59	5,673
109,62	5,695
109,65	5,715
109,68	5,713
109,71	5,716
109,74	5,720
109,77	5,710
109,80	5,726
109,83	5,743
109,86	5,703
109,89	5,667
109,92	5,748
109,95	5,704
109,98	5,783
110,01	5,744
110,04	5,698
110,07	5,696
110,10	5,734
110,13	5,816
110,16	5,859
110,19	5,772
110,22	5,791
110,25	5,881
110,28	5,765
110,31	5,672
110,34	5,693
110,37	5,741
110,40	5,675
110,43	5,757
110,46	5,884
110,49	5,791
110,52	5,776
110,55	5,688
110,58	5,766
110,61	5,939
110,64	5,765
110,67	5,836
110,70	5,916
110,73	5,761
110,76	5,814
110,79	5,812
110,82	5,959
110,85	5,928
110,88	5,933
110,91	5,733
110,94	5,765
110,97	5,907
111,00	5,931
111,03	5,769
111,06	5,746
111,09	5,868
111,12	5,749
111,15	5,828
111,18	5,847
111,21	5,836
111,24	5,837
111,27	5,790
111,30	5,820
111,33	5,808
111,36	5,878
111,39	5,883
111,42	5,707
111,45	5,820
111,48	5,824
111,51	5,862
111,54	5,888
111,57	5,817
111,60	5,965
111,63	5,900
111,66	5,887
111,69	5,834
111,72	5,770
111,75	5,840
111,78	5,905
111,81	5,971
111,84	5,831
111,87	5,978
111,90	5,931
111,93	5,901
111,96	5,954
111,99	5,928
112,02	5,953
112,05	5,934
112,08	5,918
112,11	5,851
112,14	5,868
112,17	5,884
112,20	5,845
112,23	5,883
112,26	5,899
112,29	5,935
112,32	5,845
112,35	5,788
112,38	5,840
112,41	5,745
112,44	5,842
112,47	5,880
112,50	5,852
112,53	5,818
112,56	5,843
112,59	5,936
112,62	5,942
112,65	5,867
112,68	5,860
112,71	5,919
112,74	5,955
112,77	5,899
112,80	5,820
112,83	5,860
112,86	5,846
112,89	5,912
112,92	5,869
112,95	5,899
112,98	5,969
113,01	5,880
113,04	5,920
113,07	5,870
113,10	5,870
113,13	5,875
113,16	5,858
113,19	6,054
113,22	5,868
113,25	5,890
113,28	5,894
113,31	5,897
113,34	5,899
113,37	5,997
113,40	5,965
113,43	5,923
113,46	5,963
113,49	5,867
113,52	5,997
113,55	5,873
113,58	5,811
113,61	5,915
113,64	5,834
113,67	5,955
113,70	5,942
113,73	5,845
113,76	5,848
113,79	5,868
113,82	6,055
113,85	5,851
113,88	5,915
113,91	5,938
113,94	5,985
113,97	5,858
114,00	5,928
114,03	5,965
114,06	5,882
114,09	5,870
114,12	5,852
114,15	5,938
114,18	5,956
114,21	5,971
114,24	5,814
114,27	6,001
114,30	5,956
114,33	5,911
114,36	5,986
114,39	5,970
114,42	5,969
114,45	5,910
114,48	5,924
114,51	5,949
114,54	5,874
114,57	5,792
114,60	5,964
114,63	6,010
114,66	5,930
114,69	5,912
114,72	5,850
114,75	5,985
114,78	5,891
114,81	6,055
114,84	5,853
114,87	6,000
114,90	5,913
114,93	5,893
114,96	5,939
114,99	5,947
115,02	5,915
115,05	5,960
115,08	5,883
115,11	5,910
115,14	5,971
115,17	5,930
115,20	5,931
115,23	5,898
115,26	5,838
115,29	5,975
115,32	5,869
115,35	5,955
115,38	5,982
115,41	5,825
115,44	6,022
115,47	5,831
115,50	5,855
115,53	5,838
115,56	5,885
115,59	5,936
115,62	5,923
115,65	5,993
115,68	5,952
115,71	5,987
115,74	5,936
115,77	5,884
115,80	5,846
115,83	6,014
115,86	5,962
115,89	5,899
115,92	5,830
115,95	5,921
115,98	5,992
116,01	5,925
116,04	5,827
116,07	5,852
116,10	5,986
116,13	5,922
116,16	5,914
116,19	5,961
116,22	5,972
116,25	5,966
116,28	6,014
116,31	5,898
116,34	5,879
116,37	5,886
116,40	5,906
116,43	5,783
116,46	5,866
116,49	5,965
116,52	5,901
116,55	5,961
116,58	5,894
116,61	5,860
116,64	5,787
116,67	5,943
116,70	5,943
116,73	5,850
116,76	6,016
116,79	5,996
116,82	5,993
116,85	5,941
116,88	5,903
116,91	6,001
116,94	5,936
116,97	5,899
117,00	5,941
117,03	5,859
117,06	5,873
117,09	5,948
117,12	5,798
117,15	5,959
117,18	5,915
117,21	5,894
117,24	5,845
117,27	5,900
117,30	5,804
117,33	5,851
117,36	5,791
117,39	5,788
117,42	5,981
117,45	5,865
117,48	5,803
117,51	5,951
117,54	5,832
117,57	5,917
117,60	5,905
117,63	5,790
117,66	5,818
117,69	5,876
117,72	5,886
117,75	5,850
117,78	5,903
117,81	5,833
117,84	5,874
117,87	6,015
117,90	5,877
117,93	5,811
117,96	5,828
117,99	5,884
118,02	5,903
118,05	5,797
118,08	5,858
118,11	6,018
118,14	5,884
118,17	5,936
118,20	5,877
118,23	5,887
118,26	5,968
118,29	5,890
118,32	5,860
118,35	5,951
118,38	5,880
118,41	5,912
118,44	5,896
118,47	5,849
118,50	5,929
118,53	5,903
118,56	5,838
118,59	5,849
118,62	5,724
118,65	5,902
118,68	5,760
118,71	5,804
118,74	5,863
118,77	5,945
118,80	5,881
118,83	5,804
118,86	5,960
118,89	5,820
118,92	5,854
118,95	5,868
118,98	5,918
119,01	5,774
119,04	5,945
119,07	5,777
119,10	5,968
119,13	5,832
119,16	5,841
119,19	5,785
119,22	5,908
119,25	5,798
119,28	5,846
119,31	5,938
119,34	5,875
119,37	5,677
119,40	5,832
119,43	5,784
119,46	5,844
119,49	5,895
119,52	5,879
119,55	5,985
119,58	5,814
119,61	5,833
119,64	5,833
119,67	5,993
119,70	5,773
119,73	5,851
119,76	5,817
119,79	6,024
119,82	5,840
119,85	5,837
119,88	5,883
119,91	5,960
119,94	5,860
119,97	5,808
120,00	5,765
120,03	5,712
120,06	5,727
120,09	5,901
120,12	5,883
120,15	5,712
120,18	5,791
120,21	5,838
120,24	5,846
120,27	5,827
120,30	5,854
120,33	5,903
120,36	5,813
120,39	5,775
120,42	5,827
120,45	5,763
120,48	5,863
120,51	5,736
120,54	5,876
120,57	5,842
120,60	5,905
120,63	5,797
120,66	5,799
120,69	5,800
120,72	5,740
120,75	5,800
120,78	5,754
120,81	5,750
120,84	5,901
120,87	5,769
120,90	5,838
120,93	5,883
120,96	5,887
120,99	5,826
121,02	5,856
121,05	5,813
121,08	5,831
121,11	5,928
121,14	5,878
121,17	5,756
121,20	5,961
121,23	5,810
121,26	5,718
121,29	5,906
121,32	5,895
121,35	5,817
121,38	5,867
121,41	5,861
121,44	5,837
121,47	5,846
121,50	5,798
121,53	5,787
121,56	5,885
121,59	5,870
121,62	5,761
121,65	5,918
121,68	5,912
121,71	5,830
121,74	5,887
121,77	5,733
121,80	5,751
121,83	5,737
121,86	5,819
121,89	5,873
121,92	5,808
121,95	5,876
121,98	5,738
122,01	5,898
122,04	5,745
122,07	5,818
122,10	5,912
122,13	5,807
122,16	5,721
122,19	5,786
122,22	5,869
122,25	5,795
122,28	5,792
122,31	5,854
122,34	5,726
122,37	5,887
122,40	5,874
122,43	5,865
122,46	5,861
122,49	5,770
122,52	5,679
122,55	5,780
122,58	5,811
122,61	5,896
122,64	5,841
122,67	5,862
122,70	5,897
122,73	5,855
122,76	5,866
122,79	5,819
122,82	5,800
122,85	5,745
122,88	5,753
122,91	5,749
122,94	5,723
122,97	5,868
123,00	5,755
123,03	5,721
123,06	5,728
123,09	5,735
123,12	5,788
123,15	5,676
123,18	5,716
123,21	5,688
123,24	5,695
123,27	5,712
123,30	5,812
123,33	5,813
123,36	5,826
123,39	5,767
123,42	5,864
123,45	5,789
123,48	5,919
123,51	5,785
123,54	5,712
123,57	5,778
123,60	5,857
123,63	5,812
123,66	5,732
123,69	5,860
123,72	5,806
123,75	5,759
123,78	5,815
123,81	5,892
123,84	5,818
123,87	6,017
123,90	5,832
123,93	5,851
123,96	5,754
123,99	5,718
124,02	5,939
124,05	5,834
124,08	5,899
124,11	5,749
124,14	5,829
124,17	5,739
124,20	5,785
124,23	5,904
124,26	5,816
124,29	5,923
124,32	5,786
124,35	5,833
124,38	5,741
124,41	5,744
124,44	5,982
124,47	5,798
124,50	5,860
124,53	5,741
124,56	5,860
124,59	5,758
124,62	5,842
124,65	5,728
124,68	5,790
124,71	5,698
124,74	5,575
124,77	5,882
124,80	5,781
124,83	5,739
124,86	5,652
124,89	5,809
124,92	5,838
124,95	5,835
124,98	5,684
125,01	5,825
125,04	5,647
125,07	5,789
125,10	5,902
125,13	5,758
125,16	5,694
125,19	5,772
125,22	5,765
125,25	5,677
125,28	5,721
125,31	5,815
125,34	5,875
125,37	5,690
125,40	5,842
125,43	5,810
125,46	5,821
125,49	5,816
125,52	5,839
125,55	5,864
125,58	5,726
125,61	5,859
125,64	5,843
125,67	5,765
125,70	5,934
125,73	5,784
125,76	5,738
125,79	5,995
125,82	5,730
125,85	5,891
125,88	5,863
125,91	5,920
125,94	5,813
125,97	5,792
126,00	5,965
126,03	5,803
126,06	6,003
126,09	5,833
126,12	5,877
126,15	5,839
126,18	5,809
126,21	5,863
126,24	5,938
126,27	5,767
126,30	5,813
126,33	5,727
126,36	5,808
126,39	5,725
126,42	5,850
126,45	5,706
126,48	5,736
126,51	5,715
126,54	5,725
126,57	5,915
126,60	5,845
126,63	5,729
126,66	5,758
126,69	5,769
126,72	5,778
126,75	5,923
126,78	5,794
126,81	5,807
126,84	5,834
126,87	5,815
126,90	5,943
126,93	5,764
126,96	5,863
126,99	5,711
127,02	5,805
127,05	5,807
127,08	5,877
127,11	5,930
127,14	5,765
127,17	5,750
127,20	5,761
127,23	5,733
127,26	5,798
127,29	5,852
127,32	6,031
127,35	5,811
127,38	5,889
127,41	5,934
127,44	5,803
127,47	5,932
127,50	5,816
127,53	5,896
127,56	5,826
127,59	5,922
127,62	5,871
127,65	5,841
127,68	5,842
127,71	5,837
127,74	5,905
127,77	5,990
127,80	5,794
127,83	5,686
127,86	5,843
127,89	5,796
127,92	5,812
127,95	5,995
127,98	5,936
128,01	5,976
128,04	5,967
128,07	5,940
128,10	5,911
128,13	5,831
128,16	5,847
128,19	5,916
128,22	5,950
128,25	5,933
128,28	5,824
128,31	5,932
128,34	5,872
128,37	5,817
128,40	5,902
128,43	5,711
128,46	5,941
128,49	6,007
128,52	5,888
128,55	5,809
128,58	5,777
128,61	5,944
128,64	5,936
128,67	5,800
128,70	5,924
128,73	5,847
128,76	5,890
128,79	5,857
128,82	5,933
128,85	5,886
128,88	5,918
128,91	6,006
128,94	5,800
128,97	5,927
129,00	5,872
129,03	5,967
129,06	5,902
129,09	5,979
129,12	5,879
129,15	5,896
129,18	5,875
129,21	5,936
129,24	5,953
129,27	6,000
129,30	6,013
129,33	5,936
129,36	5,930
129,39	5,954
129,42	6,059
129,45	5,921
129,48	6,112
129,51	5,918
129,54	5,957
129,57	5,894
129,60	5,921
129,63	5,972
129,66	5,919
129,69	5,856
129,72	6,017
129,75	5,871
129,78	5,871
129,81	5,998
129,84	5,865
129,87	6,013
129,90	5,938
129,93	5,986
129,96	6,000
129,99	5,908
130,02	5,900
130,05	5,990
130,08	6,004
130,11	5,888
130,14	5,869
130,17	5,802
130,20	5,941
130,23	5,893
130,26	5,916
130,29	5,949
130,32	5,904
130,35	5,806
130,38	5,989
130,41	5,901
130,44	5,822
130,47	5,928
130,50	5,971
130,53	5,902
130,56	5,828
130,59	5,948
130,62	5,965
130,65	5,928
130,68	5,861
130,71	5,889
130,74	5,918
130,77	5,876
130,80	5,929
130,83	5,937
130,86	5,941
130,89	5,908
130,92	5,965
130,95	5,918
130,98	5,943
131,01	5,900
131,04	5,999
131,07	5,911
131,10	6,017
131,13	5,889
131,16	5,996
131,19	5,905
131,22	5,948
131,25	5,977
131,28	5,964
131,31	5,975
131,34	5,862
131,37	5,989
131,40	5,893
131,43	5,861
131,46	5,889
131,49	5,905
131,52	5,967
131,55	5,844
131,58	5,891
131,61	5,875
131,64	5,890
131,67	5,855
131,70	5,935
131,73	6,046
131,76	5,816
131,79	5,970
131,82	6,022
131,85	5,896
131,88	5,895
131,91	5,817
131,94	5,895
131,97	5,756
132,00	5,856
132,03	5,903
132,06	5,901
132,09	5,794
132,12	5,886
132,15	5,952
132,18	5,986
132,21	5,877
132,24	5,984
132,27	5,695
132,30	5,840
132,33	5,837
132,36	5,718
132,39	5,797
132,42	5,893
132,45	5,879
132,48	5,851
132,51	5,866
132,54	5,854
132,57	5,844
132,60	5,832
132,63	5,832
132,66	5,678
132,69	5,840
132,72	5,810
132,75	5,820
132,78	5,814
132,81	5,850
132,84	5,842
132,87	5,674
132,90	5,837
132,93	5,822
132,96	5,858
132,99	5,815
133,02	5,690
133,05	5,808
133,08	5,928
133,11	5,801
133,14	5,708
133,17	5,706
133,20	5,838
133,23	5,613
133,26	5,790
133,29	5,789
133,32	5,764
133,35	5,701
133,38	5,940
133,41	5,807
133,44	5,718
133,47	5,850
133,50	5,787
133,53	5,776
133,56	5,704
133,59	5,815
133,62	5,751
133,65	5,832
133,68	5,721
133,71	5,824
133,74	5,812
133,77	5,893
133,80	5,682
133,83	5,775
133,86	5,748
133,89	5,821
133,92	5,754
133,95	5,716
133,98	5,816
134,01	5,710
134,04	5,857
134,07	5,703
134,10	5,787
134,13	5,704
134,16	5,730
134,19	5,732
134,22	5,828
134,25	5,771
134,28	5,712
134,31	5,746
134,34	5,888
134,37	5,753
134,40	5,711
134,43	5,902
134,46	5,814
134,49	5,836
134,52	5,755
134,55	5,809
134,58	5,872
134,61	5,864
134,64	5,895
134,67	5,708
134,70	5,766
134,73	5,765
134,76	5,767
134,79	5,751
134,82	5,767
134,85	5,775
134,88	5,935
134,91	5,705
134,94	5,879
134,97	5,776
135,00	5,898
135,03	5,839
135,06	5,872
135,09	5,625
135,12	5,732
135,15	5,818
135,18	5,818
135,21	5,914
135,24	5,820
135,27	5,826
135,30	5,655
135,33	5,829
135,36	5,757
135,39	5,719
135,42	5,741
135,45	5,712
135,48	5,760
135,51	5,717
135,54	5,807
135,57	5,795
135,60	5,668
135,63	5,898
135,66	5,689
135,69	5,734
135,72	5,715
135,75	5,816
135,78	5,689
135,81	5,815
135,84	5,821
135,87	5,814
135,90	5,872
135,93	5,729
135,96	5,749
135,99	5,713
136,02	5,777
136,05	5,682
136,08	5,711
136,11	5,840
136,14	5,663
136,17	5,789
136,20	5,807
136,23	5,678
136,26	5,793
136,29	5,714
136,32	5,827
136,35	5,774
136,38	5,826
136,41	5,701
136,44	5,724
136,47	5,805
136,50	5,755
136,53	5,757
136,56	5,753
136,59	5,830
136,62	5,900
136,65	5,852
136,68	5,888
136,71	5,865
136,74	5,746
136,77	5,716
136,80	5,724
136,83	5,805
136,86	5,771
136,89	5,785
136,92	5,788
136,95	5,859
136,98	5,798
137,01	5,738
137,04	5,751
137,07	5,849
137,10	5,776
137,13	5,788
137,16	5,754
137,19	5,771
137,22	5,660
137,25	5,931
137,28	5,896
137,31	5,806
137,34	5,885
137,37	5,732
137,40	5,762
137,43	5,737
137,46	5,765
137,49	5,795
137,52	5,865
137,55	5,851
137,58	5,687
137,61	5,667
137,64	5,831
137,67	5,777
137,70	5,818
137,73	5,743
137,76	5,928
137,79	5,872
137,82	5,906
137,85	5,699
137,88	5,703
137,91	5,805
137,94	5,854
137,97	5,735
138,00	5,798
138,03	5,816
138,06	5,816
138,09	5,949
138,12	5,960
138,15	5,927
138,18	5,760
138,21	5,887
138,24	5,847
138,27	5,821
138,30	5,820
138,33	5,731
138,36	5,893
138,39	5,874
138,42	5,768
138,45	5,842
138,48	5,838
138,51	5,752
138,54	5,838
138,57	5,889
138,60	5,777
138,63	5,911
138,66	5,827
138,69	5,791
138,72	5,934
138,75	5,793
138,78	5,838
138,81	5,920
138,84	5,744
138,87	5,762
138,90	5,821
138,93	5,864
138,96	5,917
138,99	5,843
139,02	5,895
139,05	5,901
139,08	5,762
139,11	5,731
139,14	5,932
139,17	5,861
139,20	5,729
139,23	5,759
139,26	5,863
139,29	5,927
139,32	5,909
139,35	5,890
139,38	5,856
139,41	5,900
139,44	5,867
139,47	5,920
139,50	5,826
139,53	5,860
139,56	5,799
139,59	5,854
139,62	5,725
139,65	5,722
139,68	5,887
139,71	5,762
139,74	5,894
139,77	5,890
139,80	5,810
139,83	5,716
139,86	5,928
139,89	5,796
139,92	5,807
139,95	5,901
139,98	5,818
140,01	5,834
140,04	5,780
140,07	5,877
140,10	5,925
140,13	5,939
140,16	5,869
140,19	5,899
140,22	5,843
140,25	5,871
140,28	5,918
140,31	6,073
140,34	5,893
140,37	5,938
140,40	5,836
140,43	5,893
140,46	5,808
140,49	5,816
140,52	5,838
140,55	5,900
140,58	5,884
140,61	5,897
140,64	5,841
140,67	5,794
140,70	5,894
140,73	5,889
140,76	5,866
140,79	5,878
140,82	5,874
140,85	5,928
140,88	5,757
140,91	5,816
140,94	5,904
140,97	5,833
141,00	5,799
141,03	5,918
141,06	5,833
141,09	5,831
141,12	5,821
141,15	5,839
141,18	5,843
141,21	5,969
141,24	5,867
141,27	5,973
141,30	5,922
141,33	5,835
141,36	6,036
141,39	5,944
141,42	5,829
141,45	5,839
141,48	5,928
141,51	5,841
141,54	5,872
141,57	5,817
141,60	5,790
141,63	5,911
141,66	5,815
141,69	5,842
141,72	5,834
141,75	5,787
141,78	5,848
141,81	5,751
141,84	5,805
141,87	5,941
141,90	5,955
141,93	5,909
141,96	5,864
141,99	5,789
142,02	5,896
142,05	5,899
142,08	5,943
142,11	5,822
142,14	5,943
142,17	5,876
142,20	5,842
142,23	5,933
142,26	5,964
142,29	5,917
142,32	5,822
142,35	5,943
142,38	5,815
142,41	5,897
142,44	5,844
142,47	5,888
142,50	5,988
142,53	5,836
142,56	5,814
142,59	5,896
142,62	5,842
142,65	5,796
142,68	5,861
142,71	5,844
142,74	5,715
142,77	5,839
142,80	5,836
142,83	5,826
142,86	5,936
142,89	5,838
142,92	5,951
142,95	5,917
142,98	5,955
143,01	5,928
143,04	5,892
143,07	5,926
143,10	5,776
143,13	5,731
143,16	5,899
143,19	5,730
143,22	5,870
143,25	5,783
143,28	5,856
143,31	5,700
143,34	5,847
143,37	5,986
143,40	5,890
143,43	5,847
143,46	5,817
143,49	5,845
143,52	5,933
143,55	5,794
143,58	5,888
143,61	5,780
143,64	5,832
143,67	5,861
143,70	5,843
143,73	5,833
143,76	5,808
143,79	5,806
143,82	5,854
143,85	5,854
143,88	5,845
143,91	5,885
143,94	5,862
143,97	5,994
144,00	5,816
144,03	5,856
144,06	5,917
144,09	5,906
144,12	5,797
144,15	5,832
144,18	5,897
144,21	5,886
144,24	5,950
144,27	5,899
144,30	5,811
144,33	5,839
144,36	5,926
144,39	5,806
144,42	5,756
144,45	5,849
144,48	5,825
144,51	5,837
144,54	5,872
144,57	5,825
144,60	5,865
144,63	5,788
144,66	5,806
144,69	5,828
144,72	5,867
144,75	5,915
144,78	5,889
144,81	5,921
144,84	5,834
144,87	5,873
144,90	5,766
144,93	5,879
144,96	5,822
144,99	5,941
145,02	5,808
145,05	6,015
145,08	5,909
145,11	5,972
145,14	5,942
145,17	5,706
145,20	5,781
145,23	5,694
145,26	5,834
145,29	5,714
145,32	5,808
145,35	5,885
145,38	5,841
145,41	5,786
145,44	5,873
145,47	5,957
145,50	5,761
145,53	5,960
145,56	5,919
145,59	5,870
145,62	5,908
145,65	5,781
145,68	5,843
145,71	5,897
145,74	5,818
145,77	5,761
145,80	5,927
145,83	5,880
145,86	5,777
145,89	5,807
145,92	5,895
145,95	5,862
145,98	5,785
146,01	5,752
146,04	5,755
146,07	5,675
146,10	5,753
146,13	5,821
146,16	5,877
146,19	5,842
146,22	5,958
146,25	5,680
146,28	5,866
146,31	5,916
146,34	5,869
146,37	5,797
146,40	5,973
146,43	5,837
146,46	5,960
146,49	5,872
146,52	5,828
146,55	5,820
146,58	5,893
146,61	5,783
146,64	5,858
146,67	5,778
146,70	5,850
146,73	5,751
146,76	5,851
146,79	5,744
146,82	5,697
146,85	5,779
146,88	5,817
146,91	5,879
146,94	5,764
146,97	5,714
147,00	5,815
147,03	5,767
147,06	5,896
147,09	5,726
147,12	5,833
147,15	5,878
147,18	5,879
147,21	5,925
147,24	5,781
147,27	5,757
147,30	5,726
147,33	5,824
147,36	5,827
147,39	5,834
147,42	5,871
147,45	5,731
147,48	5,865
147,51	5,848
147,54	5,824
147,57	5,762
147,60	5,677
147,63	5,821
147,66	5,702
147,69	5,701
147,72	5,850
147,75	5,851
147,78	5,856
147,81	5,818
147,84	5,932
147,87	5,650
147,90	5,790
147,93	5,837
147,96	5,808
147,99	5,779
148,02	5,721
148,05	5,707
148,08	5,776
148,11	5,887
148,14	5,865
148,17	5,726
148,20	5,664
148,23	5,701
148,26	5,719
148,29	5,596
148,32	5,730
148,35	5,794
148,38	5,812
148,41	5,610
148,44	5,761
148,47	5,620
148,50	5,633
148,53	5,698
148,56	5,653
148,59	5,737
148,62	5,805
148,65	5,618
148,68	5,704
148,71	5,762
148,74	5,675
148,77	5,553
148,80	5,828
148,83	5,778
148,86	5,822
148,89	5,765
148,92	5,798
148,95	5,717
148,98	5,776
149,01	5,649
149,04	5,900
149,07	5,831
149,10	5,831
149,13	5,772
149,16	5,641
149,19	5,890
149,22	5,669
149,25	5,767
149,28	5,647
149,31	5,744
149,34	5,617
149,37	5,850
149,40	5,790
149,43	5,693
149,46	5,758
149,49	5,794
149,52	5,758
149,55	5,669
149,58	5,623
149,61	5,633
149,64	5,744
149,67	5,879
149,70	5,809
149,73	5,876
149,76	5,875
149,79	5,731
149,82	5,920
149,85	5,697
149,88	5,712
149,91	5,752
149,94	5,831
149,97	5,863
150,00	5,827
150,03	5,735
150,06	5,814
150,09	5,672
150,12	5,763
150,15	5,776
150,18	5,677
150,21	5,804
150,24	5,802
150,27	5,891
150,30	5,731
150,33	5,806
150,36	5,795
150,39	5,694
150,42	5,815
150,45	5,829
150,48	5,842
150,51	5,750
150,54	5,774
150,57	5,687
150,60	5,793
150,63	5,791
150,66	5,731
150,69	5,759
150,72	5,727
150,75	5,815
150,78	5,734
150,81	5,771
150,84	5,692
150,87	5,779
150,90	5,760
150,93	5,868
150,96	5,852
150,99	5,752
151,02	5,749
151,05	5,761
151,08	5,762
151,11	5,778
151,14	5,656
151,17	5,773
151,20	5,739
151,23	5,829
151,26	5,764
151,29	5,729
151,32	5,746
151,35	5,751
151,38	5,811
151,41	5,805
151,44	5,710
151,47	5,856
151,50	5,731
151,53	5,880
151,56	5,711
151,59	5,905
151,62	5,836
151,65	5,835
151,68	5,800
151,71	5,706
151,74	5,704
151,77	5,730
151,80	5,745
151,83	5,820
151,86	5,689
151,89	5,746
151,92	5,816
151,95	5,720
151,98	5,607
152,01	5,813
152,04	5,776
152,07	5,727
152,10	5,782
152,13	5,700
152,16	5,830
152,19	5,864
152,22	5,821
152,25	5,782
152,28	5,868
152,31	5,686
152,34	5,805
152,37	5,729
152,40	5,690
152,43	5,782
152,46	5,799
152,49	5,752
152,52	5,698
152,55	5,729
152,58	5,658
152,61	5,780
152,64	5,713
152,67	5,698
152,70	5,696
152,73	5,802
152,76	5,813
152,79	5,725
152,82	5,778
152,85	5,715
152,88	5,729
152,91	5,650
152,94	5,660
152,97	5,629
153,00	5,656
153,03	5,689
153,06	5,682
153,09	5,771
153,12	5,663
153,15	5,647
153,18	5,547
153,21	5,689
153,24	5,729
153,27	5,652
153,30	5,709
153,33	5,571
153,36	5,721
153,39	5,611
153,42	5,679
153,45	5,624
153,48	5,728
153,51	5,681
153,54	5,727
153,57	5,647
153,60	5,684
153,63	5,650
153,66	5,660
153,69	5,750
153,72	5,561
153,75	5,629
153,78	5,760
153,81	5,680
153,84	5,659
153,87	5,843
153,90	5,600
153,93	5,708
153,96	5,718
153,99	5,602
154,02	5,664
154,05	5,537
154,08	5,543
154,11	5,727
154,14	5,610
154,17	5,732
154,20	5,547
154,23	5,701
154,26	5,672
154,29	5,601
154,32	5,680
154,35	5,705
154,38	5,674
154,41	5,741
154,44	5,824
154,47	5,677
154,50	5,640
154,53	5,603
154,56	5,681
154,59	5,665
154,62	5,703
154,65	5,672
154,68	5,734
154,71	5,592
154,74	5,578
154,77	5,622
154,80	5,587
154,83	5,647
154,86	5,599
154,89	5,644
154,92	5,608
154,95	5,666
154,98	5,743
155,01	5,805
155,04	5,640
155,07	5,689
155,10	5,720
155,13	5,736
155,16	5,670
155,19	5,686
155,22	5,649
155,25	5,616
155,28	5,739
155,31	5,629
155,34	5,643
155,37	5,798
155,40	5,706
155,43	5,668
155,46	5,624
155,49	5,693
155,52	5,592
155,55	5,565
155,58	5,569
155,61	5,689
155,64	5,640
155,67	5,577
155,70	5,622
155,73	5,669
155,76	5,681
155,79	5,650
155,82	5,584
155,85	5,561
155,88	5,687
155,91	5,608
155,94	5,721
155,97	5,753
156,00	5,667
156,03	5,638
156,06	5,798
156,09	5,640
156,12	5,684
156,15	5,659
156,18	5,698
156,21	5,666
156,24	5,570
156,27	5,573
156,30	5,743
156,33	5,764
156,36	5,606
156,39	5,649
156,42	5,678
156,45	5,829
156,48	5,683
156,51	5,744
156,54	5,763
156,57	5,668
156,60	5,828
156,63	5,633
156,66	5,738
156,69	5,568
156,72	5,697
156,75	5,618
156,78	5,727
156,81	5,641
156,84	5,843
156,87	5,668
